SGH.V,Standard Graphite Corpor,
SGM.V,Sutter Gold Mining Inc.,
SGN.V,Scorpio Gold Corporation,
SGU.V,Signature Resources Ltd,
SGW.V,Shoal Games Ltd,
SGX.V,Sage Gold Inc.,
SGZ.V,Sego Resources Inc.,
SHJ.V,Shoshoni Gold Ltd,
SHL.V,Spruce Ridge Resources L,
SHM.V,Saccharum Energy Corp,
SI.V,Stratton Resources Inc,
SIC.V,Sokoman Iron Corp,
SIE.V,Sienna Resources Inc,
SIL.V,Silvercrest Metals Inc,
SIL-WT.V,Silvercrest Metals Inc Wts,
SIM.V,Siyata Mobile Inc.,
SIR.V,Serengeti Resources Inc.,
SJL.V,Saint Jean Carbon Inc,
SJR.A.V,Shaw Communications Inc.,
SKE.V,Skeena Resources Limited,
SKK.V,Strikewell Energy Corp.,
SKP.V,Strikepoint Gold Inc.,
SLAU.V,Sandy Lake Gold Inc,
SLC.V,Slyce Inc,
SLG.V,Sterling Resources Ltd,
SLK.V,Silk Road Energy Inc,
SLL.V,Standard Lithium Ltd,
SMD.V,Strategic Metals Ltd,
SME.V,Sama Resources Inc Resso,
SMI.V,Saturn Minerals Inc.,
SMM.V,Silver Mountain Mines In,
SMN.V,San Marco Resources Inc.,
SMO.V,Sonoro Metals Corp,
SMV-H.V,Smc Ventures Inc.,
SMY.V,Search Minerals Inc.,
SN.V,Sennen Potash Corporatio,
SNF.V,Sunora Foods Inc,
SNG.V,Silver Range Resources L,
SNI-PA.V,Sonor Investments Limited,
SNL.V,Signal Exploration Inc,
SNM.V,Shamaran Petroleum Corp.,
SNR.V,Senator Minerals Inc.,
SNS.V,Select Sands Corp,
SNV.V,Sonoro Energy Ltd,
SOC.V,Sonora Gold & Silver Cor,
SOF.V,International Softrock O,
SOG.V,Strategic Oil and Gas Lt,
SOI.V,Sirios Resources Inc.,
SOJ.V,Sojourn Ventures Inc,
SOP.V,Source Exploration Corp.,
SOR.V,Sora Capital Corp,
SPA.V,Spanish Mountain Gold Lt,
SPD.V,Silver Predator Corp,
SPF.V,Silver Pursuit Resources,
SPI.V,Canadian Spirit Resource,
SPK.V,Sunset Pacific Petroleum,
SPL-P.V,Spada Gold Ltd,
SPN.V,Snipp Interactive Inc,
SPP.V,Spot Coffee Canada Ltd.,
SPS.A.V,Sportscene Group Inc.,
SPT.V,Stockport Exploration Inc,
SPX.V,Stellar Africagold Inc,
SPZ.V,Spriza Media Inc,
SQD.V,Sqi Diagnostics Inc.,
SQG.V,Spackman Equities Group,
SRA.V,Stria Lithium Inc,
SRC.V,Stakeholder Gold Corp,
SRI.V,Sparton Resources Inc,
SRJ.V,Spearmint Resources Inc,
SRL.V,Salazar Resources Limite,
SRX.V,Storm Resources Ltd,
SS.V,Summus Solutions Nv,
SSA.V,Spectra Inc,
SSC.V,Smartcool Systems Inc.,
SSE.V,Silver Spruce Resources,
SSG.V,Sigma Industries Inc,
SSM.V,Sunset Cove Mining Inc,
SSN.V,Stetson Oil,
SSP.V,Sandspring Resources Ltd,
SSS.V,Sunvest Minerals Corp,
SSV.V,Southern Silver Explorat,
STA.V,Sanatana Resources Inc,
STC.V,Sangoma Technologies Cor,
STE.V,Starr Peak Exploration Ltd,
STH.V,Stelmine Canada Ltd.,
STI.V,Strategic Resources Inc,
STM.V,Scientific Metals Corp,
STR-H.V,Santa Rosa Resources Cor,
STT.V,Stt Enviro Corp,
STUS-A.V,Starlight US Multi Family No 5,
STUS-U.V,Starlight US Multi Family No 5 USD,
SUI-H.V,Superior Mining Internat,
SUP.V,Northern Superior Resour,
SVA.V,Sernova Corp.,
SVE.V,Silver One Resources Inc,
SVG.V,Silver Grail Resources L,
SVI.V,Storagevault Canada Inc.,
SVS.V,Solarvest Bioenergy Inc,
SVT.V,Savant Explorations Ltd.,
SWA.V,Sarama Resources Ltd,
SXE.V,Strata X Energy Ltd,
SXL.V,Slam Exploration Inc,
SY.V,Symbility Solutions Inc,
SYD.V,Synodon Inc.,
SYH.V,Skyharbour Resources Ltd,
SYI.V,Silvermet Inc.,
SYN.V,Syncordia Tech and Healt,
SYZ.V,Sylogist Ltd,
SZM.V,Scozinc Mining Ltd,
TAC.V,Tasca Resources Ltd,
TAE-H.V,Transamerican Energy Inc,
TAJ.V,Tajiri Resources Corp,
TAN.V,Tanager Energy Inc,
TAR.V,Astar Minerals Ltd,
TAU.V,Tintina Resources Inc.,
TBR.V,Timberline Resources Cor,
TCA.V,Timia Capital Corp,
TCC-H.V,Trenchant Capital Corp,
TCO.V,Transatlantic Mining Corp,
TE.V,Trinity Valley Energy Co,
TEG-H.V,Troy Energy Corp.,
TEK.V,Tekmodo Industries Inc,
TEM.V,Tembo Gold Corp,
TEN.V,Terraco Gold Corp.,
TEP-DB.V,Transeastern Power Trust,
TEP-UN.V,Transeastern Power Trust,
TES.V,Tesoro Minerals Corp,
TGH.V,Tornado Global Hydrovacs Ltd,
TGI-H.V,True Grit Resources Ltd,
TGV.V,Tango Mining Limited,
TGX.V,True North GEMS Inc.,
THH.V,Theia Resources Ltd.,
THM.V,Thunder Mountain Gold In,
THP.V,Totally Hip Technologies,
THX.V,Thor Explorations Ltd.,
TIA-H.V,Triangle Industries Ltd,
TIC.V,Titanium Corporation Inc,
TIC-RT.V,Titanium Corporation Inc RTS,
TII.V,Terra Firma Capital Corp,
TIL.V,Till Capital Ltd,
TIM.V,Toachi Mining Inc,
TIN.V,Eurotin Inc,
TIP-H.V,Tyner Resources Ltd,
TIR-H.V,Tiller Resources Ltd,
TK.V,Tinka Resources Ltd,
TKK.V,Takara Resources Inc.,
TKU.V,Tarku Resources Ltd,
TKX.V,Trackx Holdings Inc,
TLA.V,Titan Logix Corp,
TLK.V,Frankly Inc,
TLL-H.V,Tilting Capital Corp,
TLT.V,Theralase Technologies I,
TMG.V,Thermal Energy Internati,
TMS.V,Targeted Microwave Solutions Inc,
TMT-H.V,Tmt Resources Inc,
TNA.V,Evergreen Gaming Corpora,
TNC.V,Tio Networks Corp.,
TNO-H.V,Terreno Resources Corp,
TNR.V,Tnr Gold Corp,
TOE.V,Tri Origin Exploration L,
TOM.V,Tolima Gold Inc,
TON.V,Standard Tolling Corp,
TOO.V,Toro Oil and Gas Ltd,
TOO-WT.V,Toro Oil & Gas Ltd,
TPC.V,Tenth Avenue Petroleum C,
TPN.V,Taipan Resources Inc.,
TRA.V,Teras Resources Inc,
TRAK.V,Trakopolis Iot Corp,
TRB.V,Tribute Resources Inc,
TRG-H.V,Trigen Resources Inc,
TRM.V,Trueclaim Exploration In,
TRO.V,Taranis Resources Inc.,
TRS.V,Tres,Or Resources Ltd.
TRU.V,Trius Investments Inc.,
TSD.V,Tsodilo Resources Ltd,
TSG.V,Tristar Gold Inc.,
TSN.V,Telson Resources Inc,
TSP.V,Titan Star Properties In,
TSP-DB.V,Titanstar Properties Inc,
TSR-H.V,Top Strike Resources Cor,
TTD.V,Tinkerine Studios Ltd,
TTG-H.V,Trident Gold Corp,
TTM.V,3Tl Technologies Corp,
TTO-H.V,Atoro Capital Corp,
TTR.V,Titanium Transportation,
TTS.V,Tintina Mines Ltd,
TTZ.V,Total Telcom Inc.,
TUD.V,Tudor Gold Corp,
TUF.V,Honey Badger Exploration,
TUO.V,Teuton Resources Corp,
TVI.V,Tvi Pacific Inc,
TVL.V,Traverse Energy Ltd.,
TWM.V,Tidewater Midstream and,
TWR.V,Tower Resources Ltd,
TXR.V,Terrax Minerals Inc.,
TXX.V,Tirex Resources Ltd.,
TYE.V,Troymet Exploration Corp,
TYP.V,Typhoon Exploration Inc.,
TZR.V,Terrace Energy Corp,
TZR-DB.V,Terrace Energy Corp 8.0,
UBN.V,Urban Communications Inc,
UBS-H.V,Unique Broadband Systems,
UCU.V,Ucore Rare Metals Inc,
UFC.V,Urbanfund Corp.,
UGD.V,Unigold Inc.,
UGE.V,Uge International Ltd,
UGE-WT.V,Uge International Ltd Wts,
UHO.V,United Hunter Oil and Ga,
UI.V,Urbanimmersive Technolog,
ULI.V,Ultra Lithium Inc.,
UNI.V,Unisync Corp Class B,
UNO.V,Northern Uranium Corp,
URA.V,Anglo Canadian Mining Co,
URC.V,Uracan Resources Ltd.,
USO.V,US Oil Sands Inc,
USS.V,Uniserve Communications,
UTY.V,Unity Energy Corp,
UVN.V,Uravan Minerals Inc.,
VAL.V,Valgold Resources Ltd,
VAN.V,Vangold Resources Ltd,
VANC.V,Vanc Pharmaceuticals Inc,
VAX.V,Vantex Resources Ltd.,
VBI-H.V,Vivione Biosciences Inc,
VCI.V,Vitreous Glass Inc.,
VCV-H.V,Vatic Ventures Corp,
VDO.V,Nevado Resources Corpora,
VDR.V,Vendome Resources Corp.,
VEL.V,Vanoil Energy Ltd.,
VEM-H.V,Vena Resources Inc,
VGD.V,Visible Gold Mines Inc.,
VGL.V,Vigil Health Solutions I,
VGN.V,Greencastle Res Ltd.,
VGO.V,Vogogo Inc,
VHI.V,Vitalhub Corp,
VHO.V,Virginia Hills Oil Corp,
VIE-P.V,Vier Capital Corp,
VIO.V,Societe D Exploration Mi,
VIS.V,Visionstate Corp,
VIT.V,Victoria Gold Corp.,
VIV.V,Avivagen Inc,
VLA.V,Vela Minerals Ltd,
VLT.V,Voltaic Minerals Corp,
VLV.V,Venerable Ventures Ltd.,
VML.V,Viscount Mining Corp,
VMY-H.V,Voice Mobility Internati,
VPI.V,Vitality Products Inc.,
VPO-H.V,Valparaiso Energy Inc.,
VPT.V,Ventripoint Diagnostics,
VPY.V,Versapay Corporation,
VQA.V,Valterra Resource Corp,
VQS.V,Viq Solutions Inc.,
VR.V,Victory Resources Corpor,
VRB.V,Vanadiumcorp Resource In,
VRS.V,Verisante Technology Inc,
VRY.V,Petro Victory Energy Cor,
VSR.V,Vanstar Mining Resources,
VTC-H.V,Svt Capital Corp,
VTI.V,Valdor Technology Intern,
VTT.V,Vendetta Mining Corp,
VUI.V,Virginia Energy Resource,
VUL.V,Vulcan Minerals Inc,
VUX.V,Vital Energy Inc,
VV.V,Versatile Systems Inc.,
VVA.V,Avagenesis Corp,
VVC.V,Vvc Exploration Corp.,
VVI-H.V,Valencia Ventures Inc,
VVN.V,Victory Ventures Inc,
VXL.V,Vaxil Bio Ltd,
VYC.V,Vanity Capital Inc,
VZZ-H.V,Uranium Valley Mines Ltd,
WAF.V,West African Resources L,
WAF-WT.V,West African Resources L,
WAR.V,War Eagle Mining Company,
WAS-H.V,Watusi Capital Corp,
WAV.V,Pepcap Resources Inc,
WBE.V,Westbond Enterprises Cor,
WCB.V,Wcb Resources Ltd,
WCC.V,Consolidated Woodjam Cop,
WCE.V,Wescan Energy Corp,
WDG.V,Giyani Gold Corp,
WEB.V,Westbridge Energy Corpor,
WED.V,The Westaim Corporation,
WEE.V,Wavefront Technology Sol,
WFG.V,Waterfront Capital Corpo,
WGF.V,Wescan Goldfields Inc,
WGX-H.V,Whistler Gold Exploratio,
WHM.V,White Metal Resources Co,
WHN.V,Westhaven Ventures Inc,
WHY.V,West High Yield Resource,
WIL.V,Wilton Resources Inc,
WKG.V,Westkam Gold Corp,
WKM.V,West Kirkland Mining Inc,
WKM-WT.V,West Kirkland Mining Inc,
WLF.V,Wolfden Resources Corpor,
WLV.V,Wolverine Minerals Corp.,
WMK-H.V,Whitemud Resources Inc,
WML.V,Wealth Minerals Ltd.,
WMR.V,Westminster Resources Lt,
WMT.V,West Mountain Environmen,
WP.V,Western Pacific Trust Co,
WPQ.V,Wpc Resources Inc,
WR-H.V,Worldwide Resources Corp,
WRI.V,Waseco Resources Inc.,
WRP.V,Western Pacific Resource,
WRR.V,Walker River Resources C,
WRS-H.V,Woodrose Corporation,
WRY.V,Western Troy Cap Res Inc,
WSE.V,Wellstar Energy Corp,
WSH-P.V,Westshire Capital II Corp,
WST-H.V,Westridge Resources Inc,
WTR.V,Westcore Energy Ltd.,
WZR.V,Westernzagros Resources,
XAG.V,Xtierra Inc.,
XBC.V,Xebec Adsorption Inc,
XCX.V,Chinook Tyee Industry Li,
XIA.V,Xiana Mining Inc,
XIM.V,Ximen Mining Corp,
XL.V,Xxl Energy Corp.,
XND.V,Xander Resources Inc,
XOP.V,Canadian Overseas Petrol,
XOP-WT.V,Canadian Overseas Petroleum Ltd Wts,
XOP-WT.A.V,Canadian Overseas Petroleum Ltd Wts A,
XTM.V,Transition Metals Corp,
XTT.V,X Terra Resources Inc,
XX.V,Avante Logixx Inc,
XYL.V,Xylitol Canada Inc.,
YAK.V,Mongolia Growth Group Lt,
YD.V,Ydreams Global Interactive Tech Inc,
YES.V,Char Technologies Ltd,
YFI.V,Edgewater Wireless Syste,
YOO.V,Yangaroo Inc,
YSC-H.V,Yongsheng Capital Inc,
YTY.V,Wi2Wi Corporation,
YVI.V,Yorkton Ventures Inc,
ZAD.V,Zadar Ventures Ltd,
ZAZ.V,Zazu Metals Corporation,
ZC.V,Zimtu Capital Corp.,
ZCC.V,Zena Mining Corp.,
ZEE.V,Zenith Energy Ltd,
ZEN.V,Zenyatta Ventures Ltd.,
ZFR.V,Zephyr Minerals Ltd,
ZKL.V,China Keli Electric Co Ltd,
ZMA.V,Zoomaway Travel Inc,
ZMD.V,Zoommed Inc.,
ZMS.V,Zecotek Photonics Inc.,
ZNC-H.V,Zincore Metals Inc,
ZOM.V,Zomedica Pharmaceuticals Corp,
ZON.V,Zonte Metals Inc,
ZUM.V,Zoomermedia Limited,
